"","ID","FCSex","FCSin","FCSc_mean_class","diff","ExsituOverInsitu"
"186","Helianthus hirsutus",7.95665690192758,32.9515856981599,"HP",-24.9949287962323,0
"187","Helianthus laciniatus",16.3494735131084,35.3396968179721,"MP",-18.9902233048637,0
"188","Helianthus laevigatus",26.9876693446637,38.153067730577,"MP",-11.1653983859133,0
"189","Helianthus longifolius",56.4734358211524,23.3583911677703,"MP",33.1150446533821,1
"190","Helianthus maximiliani",20.7507253544915,33.1730943322968,"MP",-12.4223689778053,0
"191","Helianthus microcephalus",16.7677757627217,37.8190751166719,"MP",-21.0512993539502,0
"192","Helianthus mollis",20.7651191616635,30.1925742486357,"MP",-9.4274550869722,0
"193","Helianthus neglectus",70.3914072712291,24.6283079059753,"MP",45.7630993652538,1
"194","Helianthus niveus subsp. canescens",29.2263642374119,52.3136714574771,"MP",-23.0873072200652,0
"195","Helianthus niveus subsp. tephrodes",34.7192437028277,47.3115717911146,"MP",-12.5923280882869,0
"196","Helianthus niveus",11.2896817956601,53.0857933165289,"MP",-41.7961115208688,0
"197","Helianthus nuttallii subsp. nuttallii",22.2686509951479,37.3316395848326,"MP",-15.0629885896847,0
"198","Helianthus nuttallii subsp. parishii",0,0,"HP",0,0
"199","Helianthus nuttallii subsp. rydbergii",43.4472705591539,34.4442983211032,"MP",9.0029722380507,1
"200","Helianthus nuttallii",6.30031194298985,39.7920572349507,"HP",-33.4917452919608,0
"201","Helianthus occidentalis subsp. occidentalis",0.225988700564972,38.1953638489649,"HP",-37.9693751483999,0
"202","Helianthus occidentalis subsp. plantagineus",44.6252624460499,34.5591054680552,"MP",10.0661569779947,1
"203","Helianthus occidentalis",13.297396380081,35.0610295100291,"HP",-21.7636331299481,0
"204","Helianthus paradoxus",36.4534155699256,16.0931248674865,"MP",20.3602907024391,1
"205","Helianthus pauciflorus subsp. pauciflorus",22.3046319661272,28.0583111254906,"MP",-5.7536791593634,0
"206","Helianthus pauciflorus subsp. subrhomboideus",22.6976719586714,37.1501969210586,"MP",-14.4525249623872,0
"207","Helianthus pauciflorus",7.15284517837337,33.4616034332385,"HP",-26.3087582548651,0
"208","Helianthus petiolaris subsp. fallax",56.1350434591472,39.6739067077976,"MP",16.4611367513496,1
"209","Helianthus petiolaris subsp. petiolaris",52.2355922880029,30.6430792344054,"MP",21.5925130535975,1
"210","Helianthus petiolaris",13.6835913048778,30.1619396650739,"HP",-16.4783483601961,0
"211","Helianthus porteri",65.8328499439285,40.5543572924919,"LP",25.2784926514366,1
"212","Helianthus praecox subsp. hirtus",81.8181818181818,0,"MP",81.8181818181818,1
"213","Helianthus praecox subsp. runyonii",58.6928197584261,40.8195097840846,"MP",17.8733099743415,1
"214","Helianthus praecox",47.8470378873804,47.4393599422268,"MP",0.407677945153601,1
"215","Helianthus pumilus",64.2017118130444,39.0097803215337,"LP",25.1919314915107,1
"216","Helianthus radula",43.8487622453838,37.9318686347016,"MP",5.9168936106822,1
"217","Helianthus resinosus",49.6840460747729,25.3260657098321,"MP",24.3579803649408,1
"218","Helianthus salicifolius",49.7344329583982,29.0921628523447,"MP",20.6422701060535,1
"219","Helianthus schweinitzii",23.5347113088636,33.764974405689,"MP",-10.2302630968254,0
"220","Helianthus silphioides",30.9322989722093,40.4734111180319,"MP",-9.5411121458226,0
"221","Helianthus simulans",29.4879443112411,36.9520304744859,"MP",-7.4640861632448,0
"222","Helianthus smithii",55.3365305438686,35.0552252989144,"MP",20.2813052449542,1
"223","Helianthus strumosus",17.7850295985765,35.1281255579418,"MP",-17.3430959593653,0
"224","Helianthus tuberosus",22.2147098003882,31.5963538963171,"MP",-9.3816440959289,0
"225","Helianthus winteri",82.344221117465,33.822602998127,"LP",48.521618119338,1
"226","Helianthus x laetiflorus",36.2963985327419,34.4814406452187,"MP",1.8149578875232,1
"227","Hordeum arizonicum",32.2176473119687,37.8545805301527,"MP",-5.63693321818401,0
"228","Hordeum brachyantherum subsp. brachyantherum",17.3901209028801,44.5458404406818,"MP",-27.1557195378017,0
"229","Hordeum brachyantherum subsp. californicum",23.3032244087441,44.9265263978225,"MP",-21.6233019890784,0
"230","Hordeum brachyantherum",14.8936041170188,43.6262640736716,"MP",-28.7326599566528,0
"231","Hordeum depressum",22.4822314884593,36.9713645819113,"MP",-14.489133093452,0
"232","Hordeum intercedens",39.5685543724907,45.4791391837333,"MP",-5.9105848112426,0
"233","Hordeum jubatum subsp. intermedium",0.135777325186694,37.8504345660216,"HP",-37.7146572408349,0
"234","Hordeum jubatum subsp. jubatum",1.08152977721122,38.1288326152034,"HP",-37.0473028379922,0
"235","Hordeum jubatum",12.9643350105133,39.3380618427006,"MP",-26.3737268321873,0
"236","Hordeum pusillum",13.7677085196568,34.8613071133278,"HP",-21.093598593671,0
"237","Humulus lupulus var. lupuloides",28.6675776792355,35.6317349844525,"MP",-6.964157305217,0
"238","Humulus lupulus var. neomexicanus",35.7768008434309,41.262149424807,"MP",-5.4853485813761,0
"239","Humulus lupulus var. pubescens",13.3191489375516,30.0963640440954,"HP",-16.7772151065438,0
"240","Humulus lupulus",1.57844894684232,36.2406477911445,"HP",-34.6621988443022,0
"241","Illicium floridanum",13.1919063692765,29.8005295193331,"HP",-16.6086231500566,0
"242","Ipomoea alba",0.631199278629397,40.0417677980093,"HP",-39.4105685193799,0
"243","Ipomoea barbatisepala",0.122100122100122,40.7083626016874,"HP",-40.5862624795873,0
"244","Ipomoea capillacea",0.25879917184265,44.6980605591223,"HP",-44.4392613872797,0
"245","Ipomoea cardiophylla",0.28735632183908,44.7072896785163,"HP",-44.4199333566772,0
"246","Ipomoea coccinea",0.148279952550415,29.1422924085298,"HP",-28.9940124559794,0
"247","Ipomoea cordatotriloba var. cordatotriloba",0.0710732054015637,32.0761851725449,"HP",-32.0051119671433,0
"248","Ipomoea cordatotriloba var. torreyana",0,22.2697073895198,"HP",-22.2697073895198,0
"249","Ipomoea cordatotriloba",4.14489724834553,33.8337629816383,"HP",-29.6888657332928,0
"250","Ipomoea costellata",0.0511639805576873,37.69820139277,"HP",-37.6470374122123,0
"251","Ipomoea cristulata",0.08298755186722,45.3835587362768,"HP",-45.3005711844096,0
"252","Ipomoea hederifolia",0.84588950568332,27.1430714868474,"HP",-26.2971819811641,0
"253","Ipomoea imperati",0.241109101868596,40.9162477958376,"HP",-40.675138693969,0
"254","Ipomoea indica",0.318889514162446,41.8095174752406,"HP",-41.4906279610782,0
"255","Ipomoea lacunosa",5.39572707184694,36.1054027874124,"HP",-30.7096757155655,0
"256","Ipomoea leptophylla",6.55227256659671,30.9458614689219,"HP",-24.3935889023252,0
"257","Ipomoea leucantha",6.74603174603173,29.538799361669,"HP",-22.7927676156373,0
"258","Ipomoea lindheimeri",0.82449941107185,37.519247693885,"HP",-36.6947482828132,0
"259","Ipomoea longifolia",0.269541778975741,44.6991709119204,"HP",-44.4296291329447,0
"260","Ipomoea macrorhiza",0.36036036036036,34.9537064023965,"HP",-34.5933460420361,0
"261","Ipomoea pandurata",0.122887864823349,37.3203081935465,"HP",-37.1974203287232,0
"262","Ipomoea pes-caprae",0.468227424749163,45.6632258810369,"HP",-45.1949984562877,0
"263","Ipomoea plummerae",0.0799360511590727,38.8808763529816,"HP",-38.8009403018225,0
"264","Ipomoea pubescens",0.345423143350603,43.2087479354618,"HP",-42.8633247921112,0
"265","Ipomoea sagittata",0.19782393669634,37.3079127852283,"HP",-37.110088848532,0
"266","Ipomoea tenuissima",0.383141762452107,26.7247673516445,"HP",-26.3416255891924,0
"267","Ipomoea ternifolia var. leptotoma",11.2549561744442,38.6846806945262,"HP",-27.429724520082,0
"268","Ipomoea ternifolia",0.572246065808297,37.0614189011725,"HP",-36.4891728353642,0
"269","Ipomoea thurberi",0,33.6460659074059,"HP",-33.6460659074059,0
"270","Ipomoea tiliacea",36.6925113518023,41.6297716673384,"MP",-4.9372603155361,0
"271","Ipomoea trifida",47.3329253296008,36.2982732964988,"MP",11.034652033102,1
"272","Ipomoea violacea",12.0763602024913,51.8337380175072,"MP",-39.7573778150159,0
"273","Ipomoea wrightii",8.85368645264762,42.8670628634531,"MP",-34.0133764108055,0
"274","Carya glabra",0,34.0200062878549,"HP",-34.0200062878549,0
"275","Juglans californica",32.928608014588,39.8752417029346,"MP",-6.9466336883466,0
"276","Juglans hindsii",1.13065326633166,37.9870661231388,"HP",-36.8564128568071,0
"277","Juglans major var. major",0,37.9135364331301,"HP",-37.9135364331301,0
"278","Juglans major",8.12510225066502,40.7307695867759,"HP",-32.6056673361109,0
"279","Juglans microcarpa var. microcarpa",0,41.025762590905,"HP",-41.025762590905,0
"280","Juglans microcarpa",31.0220794895835,35.1011305144396,"MP",-4.0790510248561,0
"281","Juglans nigra",12.0691494339465,35.5479116122132,"HP",-23.4787621782667,0
"282","Lactuca biennis",0.210881484605652,38.8271989162752,"HP",-38.6163174316696,0
"283","Lactuca canadensis",1.48914200970763,35.6071947849232,"HP",-34.1180527752156,0
"284","Lactuca floridana",4.02934926295865,36.4286203934004,"HP",-32.3992711304417,0
"285","Lactuca graminifolia",0,35.9536657800258,"HP",-35.9536657800258,0
"286","Lactuca hirsuta",0.262984878369494,38.9854391212402,"HP",-38.7224542428707,0
"287","Lactuca ludoviciana",0.291757840991977,36.3962473256855,"HP",-36.1044894846935,0
"288","Lactuca tatarica subsp. pulchella",0.107411385606874,38.2701710881104,"HP",-38.1627597025035,0
"289","Lactuca tatarica",0.142816338189089,35.5897366541858,"HP",-35.4469203159967,0
"290","Leymus ambiguus",0.553250345781467,37.6114135611985,"HP",-37.058163215417,0
"291","Leymus californicus",4.5045045045045,55.9930650950875,"MP",-51.488560590583,0
"292","Leymus cinereus",38.132249634878,40.5436538468178,"MP",-2.4114042119398,0
"293","Leymus condensatus",0.43103448275862,42.3578675962061,"HP",-41.9268331134475,0
"294","Leymus flavescens",18.565212589197,37.5429926701354,"MP",-18.9777800809384,0
"295","Leymus innovatus",1.98337268541254,47.0281974695845,"HP",-45.044824784172,0
"296","Leymus mollis subsp. mollis",1.76973768869183,50.6330095624008,"MP",-48.863271873709,0
"297","Leymus mollis",9.49836557944213,49.890562201866,"MP",-40.3921966224239,0
"298","Leymus pacificus",0.546448087431693,63.3200859287453,"MP",-62.7736378413136,0
"299","Leymus salina subsp. salina",28.7336991797958,47.1209123580767,"MP",-18.3872131782809,0
"300","Leymus salina",14.1264405295263,41.2183582691592,"MP",-27.0919177396329,0
"301","Leymus simplex",0,34.181000972066,"HP",-34.181000972066,0
"302","Leymus triticoides",9.23033411314786,43.8916690547154,"MP",-34.6613349415675,0
"303","Malus angustifolia",12.132532230742,30.9538596451297,"HP",-18.8213274143877,0
"304","Malus coronaria",7.90106916973472,27.6593976837635,"HP",-19.7583285140288,0
"305","Malus fusca",27.6790259371604,40.4372856083289,"MP",-12.7582596711685,0
"306","Malus ioensis",12.5879455875016,35.8044409523373,"HP",-23.2164953648357,0
"307","Manihot angustiloba",0.101317122593718,37.1832793282152,"HP",-37.0819622056215,0
"308","Manihot davisiae",0.505050505050507,38.0691480758247,"HP",-37.5640975707742,0
"309","Nicotiana attenuata",17.8500693083413,41.0398243619569,"MP",-23.1897550536156,0
"310","Nicotiana clevelandii",0.898876404494383,55.9844351129923,"MP",-55.0855587084979,0
"311","Nicotiana obtusifolia",6.36695126116402,48.0885125710478,"MP",-41.7215613098838,0
